,Length,Language,Messsage
923,2,Chinese,偏桃红
924,1,Chinese,蓝
925,1,Chinese,灰
926,2,Chinese,偏粉红
927,1,Chinese,亮绿
928,2,Chinese,最亮蓝
929,1,Chinese,深蓝
930,6,Chinese,有点接近荧光绿的亮绿
931,5,Chinese,不是正绿色的那个
932,5,Chinese,不是橄榄暗绿色的那个
933,4,Chinese,比较不像叶子色
934,3,Chinese,最浅的那个
935,2,Chinese,厉害厉害
936,1,Chinese,红
937,1,Chinese,紫
938,1,Chinese,土黄
939,1,Chinese,蓝
940,1,Chinese,灰蓝
941,5,Chinese,又是那个荧光绿
942,3,Chinese,发蓝的那个
943,1,Chinese,不是
944,3,Chinese,偏粉红紫
945,6,Chinese,亮的还是那个暗的
946,2,Chinese,亮的
947,1,Chinese,蓝色
948,5,Chinese,有点带土色的绿
949,1,Chinese,蓝色
950,1,Chinese,紫色
951,1,Chinese,紫色
952,2,Chinese,荧光绿
953,2,Chinese,亮的
954,2,Chinese,荧光粉红
955,1,Chinese,心有灵犀一点通
956,3,Chinese,默契真好
957,2,Chinese,灰紫色
958,5,Chinese,粉色灰粉色大紫色
959,2,Chinese,大紫色
960,2,Chinese,亮紫色
961,3,Chinese,最亮的浅蓝色
962,1,Chinese,暗紫色
963,1,Chinese,灰色
964,1,Chinese,哈哈哈哈
965,1,Chinese,紫色
966,3,Chinese,两同色中较浅
967,1,Chinese,水泥
968,1,Chinese,基佬
969,1,Chinese,天空
970,7,Chinese,我有兩個都是天空的
971,2,Chinese,明度高
972,1,Chinese,暗淡
973,5,Chinese,你的形容很好
974,4,Chinese,俩类似中较明亮
975,1,Chinese,草地
976,1,Chinese,折中
977,4,Chinese,可否給多些提示
978,2,Chinese,暗草地
979,1,Chinese,水泥
980,1,Chinese,水泥
981,1,Chinese,阴天
982,1,Chinese,花
983,1,Chinese,基佬
984,1,Chinese,晴天
985,1,Chinese,基佬
986,1,Chinese,明亮
987,1,Chinese,明亮
988,1,Chinese,暗淡
989,1,Chinese,基佬
990,4,Chinese,我色盲了 
991,2,Chinese,稍等
992,3,Chinese,是否有灰色
993,1,Chinese,有
994,3,Chinese,还是水泥吧
995,5,Chinese,較淺或較深
996,1,Chinese,偏暖
997,1,Chinese,天
998,1,Chinese,草地
999,3,Chinese,广场舞大妈
1000,1,Chinese,温暖
1001,3,Chinese,是否紅色多些
1002,1,Chinese,是
1003,3,Chinese,和刚才一样
1004,1,Chinese,天
1005,1,Chinese,否
1006,1,Chinese,草
1007,1,Chinese,否
1008,1,Chinese,花
1009,2,Chinese,鲜艳的
1010,1,Chinese,土
1011,3,Chinese,明亮的草地
1012,3,Chinese,明亮的基佬
1013,1,Chinese,草地
1014,1,Chinese,天
1015,3,Chinese,兩個差不多啊
1016,3,Chinese,更鲜艳的
1017,1,Chinese,折中
1018,2,Chinese,不对
1019,1,Chinese,草地
1020,1,Chinese,温暖
1021,3,Chinese,有否多些紅色
1022,1,Chinese,是
1023,1,Chinese,天
1024,5,Chinese,不是草地 不是基佬
1025,1,Chinese,湖水
1026,3,Chinese,比较小清新
1027,3,Chinese,广场舞大妈
1028,2,Chinese,小清新
1029,2,Chinese,最亮的
1030,1,Chinese,暗淡
1031,2,Chinese,的水泥
1032,1,Chinese,花
1033,3,Chinese,明亮的湖水
1034,1,Chinese,基佬
1035,1,Chinese,草地
1036,1,Chinese,草地
1037,1,Chinese,基佬
1038,3,Chinese,暗淡的大妈
1039,1,Chinese,哈哈
1040,1,Chinese,基佬
1041,2,Chinese,在嗎
1042,2,Chinese,有人嗎
1043,2,Chinese,什么外线
1044,3,Chinese,外线的颜色
1045,3,Chinese,土的颜色
1046,5,Chinese,沒有土的顏色啊
1047,3,Chinese,最接近土
1048,5,Chinese,最接近草的颜色
1049,3,Chinese,草的颜色
1050,2,Chinese,是天
1051,4,Chinese,不是草的颜色
1052,2,Chinese,接近外线
1053,2,Chinese,有否帶灰
1054,3,Chinese,但浅的
1055,3,Chinese,深或淺
1056,5,Chinese,颜色不接近草根天空
1057,2,Chinese,接近天空
1058,2,Chinese,是否草色
1059,3,Chinese,深或淺
1060,2,Chinese,浅一点
1061,1,Chinese,外线
1062,2,Chinese,有否土色
1063,1,Chinese,没有
1064,2,Chinese,有否紅色
1065,5,Chinese,也不是草的颜色
1066,1,Chinese,大媽色
1067,1,Chinese,是
1068,3,Chinese,有不土色
1069,2,Chinese,不是土色
1070,4,Chinese,不是鲜艳的颜色
1071,2,Chinese,不是草
1072,3,Chinese,应该接近蓝
1073,1,Chinese,草
1074,2,Chinese,带点灰
1075,2,Chinese,多些紅
1076,1,Chinese,不是
1077,3,Chinese,鲜艳的草色
1078,4,Chinese,最鲜艳的颜色
1079,2,Chinese,不是灰
1080,3,Chinese,可是接近灰
1081,2,Chinese,接近紫色
1082,2,Chinese,接近土
1083,2,Chinese,不是天
1084,4,Chinese,不是鲜艳的颜色
1085,5,Chinese,鲜艳的草的颜色
1086,3,Chinese,最接近红
1087,3,Chinese,最接近草
1088,4,Chinese,我看全是草色
1089,3,Chinese,深或淺
1090,3,Chinese,最鲜的草色
1091,1,Chinese,青
1092,1,Chinese,绿色
1093,4,Chinese,最鲜艳的草色
1094,1,Chinese,绿色
1095,3,Chinese,太阳的颜色
1096,2,Chinese,不是灰
1097,1,Chinese,粉色
1098,2,Chinese,不是紫
1099,1,Chinese,鲜绿色
1100,1,Chinese,绿色
1101,5,Chinese,接近小小兵的颜色
1102,2,Chinese,哪一个
1103,1,Chinese,暗
1104,6,Chinese,兩個都不像小小兵
1105,1,Chinese,紫色
1106,2,Chinese,多些土色
1107,1,Chinese,绿色
1108,1,Chinese,鲜
1109,1,Chinese,绿色
1110,3,Chinese,比较没有土
1111,1,Chinese,紫色
1112,1,Chinese,鮮草
1113,4,Chinese,不鲜艳的草色
1114,4,Chinese,較灰的紫
1115,4,Chinese,不鲜艳带点粉
1116,1,Chinese,是
1117,4,Chinese,較灰的紫
1118,2,Chinese,另外一个
1119,1,Chinese,草
1120,1,Chinese,天
1121,1,Chinese,是
1122,1,Chinese,草
1123,3,Chinese,最接近天
1124,2,Chinese,草土灰
1125,1,Chinese,不灰不草
1126,1,Chinese,最深
1127,3,Chinese,蓝色有点灰色
1128,2,Chinese,不带灰
1129,1,Chinese,棕色
1130,5,Chinese,最接近太阳的颜色
1131,2,Chinese,不是草
1132,2,Chinese,不是草
1133,1,Chinese,蓝色
1134,2,Chinese,多些灰
1135,3,Chinese,最接近紫
1136,1,Chinese,棕色
1137,1,Chinese,蓝色
1138,3,Chinese,最鲜的绿
1139,2,Chinese,不明亮
1140,1,Chinese,蓝色
1141,3,Chinese,不接近天
1142,1,Chinese,鲜绿色
1143,1,Chinese,最鲜
1144,2,Chinese,的颜色
1145,1,Chinese,灰色
1146,3,Chinese,最灰的颜色
1147,1,Chinese,暗
1148,3,Chinese,不接近草
1149,4,Chinese,也不接近红
1150,2,Chinese,不是草
1151,5,Chinese,完全不带草的颜色
1152,1,Chinese,天
1153,2,Chinese,也不是
1154,5,Chinese,不接近草跟天
1155,2,Chinese,灰天湖
1156,1,Chinese,紫色
1157,3,Chinese,不接近湖
1158,1,Chinese,較鮮
1159,1,Chinese,不鲜
1160,3,Chinese,最接近天
1161,1,Chinese,土草天
1162,1,Chinese,天
1163,1,Chinese,天紫土
1164,1,Chinese,紫
1165,2,Chinese,鮮紅灰淺紅
1166,1,Chinese,鲜红
1167,3,Chinese,紫色有点蓝
1168,3,Chinese,不草也不红
1169,1,Chinese,浅紫色
1170,3,Chinese,不红也不草
1171,1,Chinese,粉色
1172,1,Chinese,紫色
1173,1,Chinese,灰色
1174,1,Chinese,灰色
1175,1,Chinese,暗
1176,1,Chinese,棕色
1177,1,Chinese,灰色
1178,1,Chinese,天蓝色
1179,1,Chinese,灰
1180,1,Chinese,鲜绿色
1181,1,Chinese,紫色
1182,1,Chinese,绿色
1183,1,Chinese,鲜绿色
1184,1,Chinese,紫
1185,1,Chinese,灰
1186,1,Chinese,鲜绿色
1187,1,Chinese,绿
1188,1,Chinese,黄
1189,1,Chinese,绿色
1190,1,Chinese,树色
1191,3,Chinese,树的颜色
1192,1,Chinese,紫
1193,1,Chinese,绿
1194,1,Chinese,玫瑰红
1195,1,Chinese,玫瑰红
1196,1,Chinese,绿色
1197,1,Chinese,暗
1198,1,Chinese,红
1199,1,Chinese,绿
1200,1,Chinese,红
1201,1,Chinese,玫瑰
1202,1,Chinese,蓝
1203,2,Chinese,紫棕色
1204,1,Chinese,紫
1205,1,Chinese,粉
1206,1,Chinese,蓝色
1207,1,Chinese,绿
1208,1,Chinese,暗
1209,1,Chinese,暗绿色
1210,2,Chinese,我在
1211,5,Chinese,请向我描述吧
1212,2,Chinese,在吗
1213,1,Chinese,你好
1214,2,Chinese,正灰色
1215,1,Chinese,你好
1216,1,Chinese,偏黄
1217,3,Chinese,啊知道了
1218,5,Chinese,最亮最浅的蓝绿色
1219,4,Chinese,都对了吗
1220,1,Chinese,绿色
1221,8,Chinese,绿框就是对了 目前都对
1222,7,Chinese,哦哦 好的我们加油
1223,1,Chinese,绿色
1224,1,Chinese,蓝
1225,1,Chinese,紫
1226,1,Chinese,棕色
1227,5,Chinese,你是大陆人吗
1228,1,Chinese,是
1229,12,Chinese,我不是 如果有地方不明白请见谅 哈哈哈
1230,1,Chinese,紫色
1231,12,Chinese,没关系我会尽量用最极端最简单的方式描述颜色
1232,2,Chinese,好的
1233,1,Chinese,亮绿
1234,1,Chinese,灰蓝
1235,3,Chinese,这玩意不错
1236,5,Chinese,你应该不是第一次把
1237,6,Chinese,嗯我上次是倾听者
1238,7,Chinese,玩好了他们还邀请你玩儿
1239,3,Chinese,还给奖金哈哈哈
1240,9,Chinese,哈哈哈哈 你是透过什么网站玩的
1241,5,Chinese,我就是用亚马逊的
1242,7,Chinese,偶尔上来看看做一些小任务
1243,7,Chinese,那我们都是一样的吧
1244,1,Chinese,灰色
1245,2,Chinese,正紫色
1246,1,Chinese,绿色
1247,3,Chinese,亮荧光绿
1248,1,Chinese,绿色
1249,4,Chinese,猜对了哈哈哈
1250,6,Chinese,正紫色不发粉不发灰
1251,4,Chinese,这个难倒我了
1252,8,Chinese,如果你看紫色程度中间的那个
1253,3,Chinese,对了哈哈哈哈
1254,3,Chinese,发灰的紫色
1255,5,Chinese,慢慢就有默契了
1256,4,Chinese,灰蓝色不是正蓝
1257,1,Chinese,绿色
1258,3,Chinese,最亮的绿
1259,1,Chinese,粉色
1260,2,Chinese,大粉色
1261,1,Chinese,绿色
1262,8,Chinese,也不知道他们研究这个要干嘛
1263,1,Chinese,斯坦福
1264,2,Chinese,好奇怪
1265,7,Chinese,肯定各种人工智能和语言沟通有关
1266,10,Chinese,看见我们说有的没的烦死了哈哈哈哈
1267,1,Chinese,哈哈哈
1268,4,Chinese,大哥你怎么称呼
1269,5,Chinese,大姐 叫我小曼
1270,3,Chinese,啊对不起哈哈哈
1271,6,Chinese,突然忘了女孩也上网
1272,2,Chinese,木关系
1273,6,Chinese,你干这个岛什么时候
1274,1,Chinese,到
1275,1,Chinese,啥
1276,2,Chinese,这个游戏
1277,2,Chinese,还是亚马逊
1278,9,Chinese,这个游戏还能继续玩的是吧
1279,2,Chinese,是啊
1280,9,Chinese,其实很快的吧我们就一直玩吧哈哈哈
1281,2,Chinese,2美金
1282,11,Chinese,玩完你就得等他们发工资然后再来玩儿
1283,2,Chinese,好像是
1284,4,Chinese,我昨天玩儿的
1285,4,Chinese,哦必须等吗
1286,3,Chinese,不知道啊
1287,6,Chinese,先玩完这一次再说吧
1288,4,Chinese,能加你微信吗
1289,6,Chinese,不要报希望不是美女哈哈哈哈
1290,3,Chinese,大美女说啥
1291,4,Chinese,广东深圳是吧
1292,1,Chinese,嗯
1293,1,Chinese,暗紫色
1294,1,Chinese,暗紫色
1295,3,Chinese,啊错了
1296,1,Chinese,绿色
1297,3,Chinese,刚才掉线了
1298,1,Chinese,灰色
1299,1,Chinese,棕色
1300,1,Chinese,粉红色
1301,6,Chinese,发现我中文也很不错
1302,2,Chinese,才说
1303,1,Chinese,哈哈哈
1304,3,Chinese,我的妈呀
1305,1,Chinese,粉色
1306,3,Chinese,发粉的那个
1307,1,Chinese,棕色
1308,1,Chinese,蓝
1309,1,Chinese,蓝
1310,1,Chinese,土黄色
1311,1,Chinese,蓝
1312,2,Chinese,灰粉色
1313,1,Chinese,蓝色
1314,5,Chinese,占了灰的粉色
1315,2,Chinese,灰粉色
1316,9,Chinese,橙色不是最亮的黄也不是偏土黄色
1317,2,Chinese,是吧
1318,2,Chinese,对哈哈哈
1319,4,Chinese,我才错了
1320,6,Chinese,就是看起来比较暗淡的那种
1321,1,Chinese,绿色
1322,3,Chinese,没关系才一分钱
1323,1,Chinese,呵呵
1324,1,Chinese,呵呵
1325,5,Chinese,美金兑换多少人民币呢
1326,3,Chinese,6分人民币
1327,4,Chinese,哈哈哈 同样不值钱
1328,3,Chinese,就乘以6
1329,1,Chinese,对
1330,1,Chinese,蓝色
1331,1,Chinese,灰色
1332,2,Chinese,正灰色
1333,2,Chinese,褐色偏粉
1334,2,Chinese,灰蓝色
1335,1,Chinese,红色
1336,1,Chinese,橄榄绿
1337,1,Chinese,灰色
1338,1,Chinese,紫色
1339,2,Chinese,正紫色
1340,1,Chinese,你好
1341,1,Chinese,你好
1342,3,Chinese,有人在吗
1343,2,Chinese,是的
1344,3,Chinese,最接近红
1345,6,Chinese,不那么鲜艳的天空色
1346,4,Chinese,最接近天空颜色
1347,2,Chinese,不是蓝
1348,4,Chinese,有两个不是蓝
1349,4,Chinese,比较深的草色
1350,4,Chinese,比较灰的紫色
1351,1,Chinese,紫色
1352,5,Chinese,最接近草的颜色
1353,4,Chinese,鲜艳的橘子颜色
1354,2,Chinese,橘子颜色
1355,5,Chinese,最接近草的颜色
1356,3,Chinese,鲜艳的桃色
1357,4,Chinese,比较红的吗
1358,2,Chinese,接近红
1359,4,Chinese,比较灰的蓝色
1360,5,Chinese,最接近土壤的颜色
1361,2,Chinese,不带绿
1362,3,Chinese,最接近红色
1363,4,Chinese,带点灰的紫色
1364,5,Chinese,不是蓝也不是红
1365,5,Chinese,可以直接说紫色吧
1366,4,Chinese,带点灰的蓝
1367,6,Chinese,总之不是橘色也不是绿色
1368,3,Chinese,最接近红色
1369,1,Chinese,棕色
1370,1,Chinese,是
1371,3,Chinese,草的颜色
1372,3,Chinese,最接近黄色
1373,2,Chinese,天空色
1374,5,Chinese,最接近草的颜色
1375,3,Chinese,最接近黄色
1376,3,Chinese,最接近黄色
1377,3,Chinese,鲜艳的橘色
1378,2,Chinese,你好棒
1379,3,Chinese,这轮很难
1380,2,Chinese,是的
1381,6,Chinese,最没有带灰的紫色
1382,1,Chinese,紫色
1383,1,Chinese,好棒
1384,3,Chinese,最接近蓝色
1385,1,Chinese,绿色
1386,1,Chinese,哈哈
1387,8,Chinese,最深的紫色不那么鲜艳的那个
1388,3,Chinese,明亮的天空
1389,9,Chinese,最粉的红色不鲜艳也没那么红
1390,5,Chinese,是比较暗的吗
1391,2,Chinese,是的
1392,4,Chinese,比较深的蓝色
1393,5,Chinese,不那么暗的紫色
1394,8,Chinese,暗一点的红色别混乱紫色噢
1395,3,Chinese,我喜欢你
1396,5,Chinese,最接近蓝色不是紫色
1397,3,Chinese,暗的紫色
1398,1,Chinese,橘色
1399,1,Chinese,红色
1400,1,Chinese,灰色
1401,3,Chinese,你喜不喜欢我
1402,3,Chinese,最接近红色
1403,1,Chinese,灰色
1404,6,Chinese,紫色不接近红的版本
1405,1,Chinese,橘色
1406,1,Chinese,红色
1407,3,Chinese,最灰的紫色
1408,5,Chinese,跟上轮一样的颜色
1409,1,Chinese,快好了
1410,2,Chinese,鲜草色
1411,2,Chinese,^^
1412,1,Chinese,黄色
1413,3,Chinese,最暗的红色
1414,3,Chinese,有点像土色吗
1415,2,Chinese,对的
1416,1,Chinese,谢谢
1417,4,Chinese,紫色 不带粉红
1418,2,Chinese,较深
1419,1,Chinese,蓝色
1420,4,Chinese,较深的灰色
1421,3,Chinese,较亮的紫色
1422,1,Chinese,青色
1423,1,Chinese,蓝
1424,2,Chinese,绿草青
1425,1,Chinese,不太亮
1426,7,Chinese,你也可以问我问题噢
1427,3,Chinese,更具体一点点
1428,9,Chinese,普通的绿 不是比较带蓝的
1429,7,Chinese,不是灰 比较黯淡的蓝
1430,1,Chinese,深蓝
1431,1,Chinese,深蓝
1432,2,Chinese,灰紫
1433,1,Chinese,紫
1434,1,Chinese,灰
1435,1,Chinese,粉红
1436,1,Chinese,蓝
1437,6,Chinese,不是最浅的 带点蓝
1438,1,Chinese,亮青
1439,2,Chinese,不带灰
1440,1,Chinese,蓝
1441,1,Chinese,浅蓝
1442,1,Chinese,灰
1443,1,Chinese,土黄
1444,1,Chinese,蓝
1445,1,Chinese,蓝
1446,2,Chinese,不是灰
1447,2,Chinese,不是青
1448,1,Chinese,灰蓝
1449,1,Chinese,粉红
1450,4,Chinese,不是最深的蓝
1451,3,Chinese,是浅灰蓝
1452,1,Chinese,蓝
1453,2,Chinese,不是最浅
1454,2,Chinese,不是最深
1455,1,Chinese,灰
1456,1,Chinese,自
1457,1,Chinese,紫
1458,1,Chinese,灰
1459,1,Chinese,橙
1460,1,Chinese,紫
1461,1,Chinese,青
1462,2,Chinese,灰紫
1463,3,Chinese,最黯淡的
1464,8,Chinese,不是最亮也不傻最黯淡的
1465,1,Chinese,紫
1466,2,Chinese,灰紫
1467,3,Chinese,带较多灰
1468,2,Chinese,不带粉
1469,1,Chinese,青
1470,1,Chinese,黄
1471,1,Chinese,蓝
1472,4,Chinese,带灰的青
1473,3,Chinese,普通的紫
1474,2,Chinese,不带蓝
1475,4,Chinese,比较暗淡的青
1476,5,Chinese,亮紫 不带灰
1477,2,Chinese,较深蓝
1478,1,Chinese,灰
1479,3,Chinese,不带粉底紫
1480,2,Chinese,的×
1481,4,Chinese,不带粉的紫
1482,2,Chinese,不明白
1483,4,Chinese,可以开始了吗
1484,1,Chinese,蓝色
1485,1,Chinese,赶快
1486,1,Chinese,绿色
1487,1,Chinese,绿色
1488,3,Chinese,亮还是暗
1489,2,Chinese, 亮
1490,3,Chinese, 亮绿色
1491,3,Chinese,偏灰绿蓝
1492,1,Chinese,绿
1493,1,Chinese,蓝
1494,2,Chinese,偏灰蓝紫
1495,1,Chinese,蓝
1496,1,Chinese,粉
1497,3,Chinese,偏黄紫粉红
1498,1,Chinese,粉红
1499,1,Chinese,绿
1500,1,Chinese,灰色
1501,1,Chinese,绿
1502,6,Chinese,都是绿说具体点
1503,1,Chinese,不光
1504,1,Chinese,橙子
1505,1,Chinese,紫色
1506,1,Chinese,绿色
1507,1,Chinese,亮
1508,1,Chinese,橙
1509,1,Chinese,绿
1510,1,Chinese,亮度
1511,1,Chinese,草
1512,1,Chinese,紫
1513,1,Chinese,两个
1514,1,Chinese,偏土
1515,1,Chinese,亮
1516,4,Chinese,麻烦直接说亮紫
1517,2,Chinese,不是紫色
1518,2,Chinese,不是灰色
1519,3,Chinese,暗灰亮灰
1520,2,Chinese,亮灰
1521,1,Chinese,棕色
1522,1,Chinese,蓝色
1523,2,Chinese, 亮
1524,1,Chinese,浅蓝
1525,1,Chinese,蓝
1526,3,Chinese,麻烦别分心
1527,1,Chinese,紫色
1528,1,Chinese,紫色
1529,1,Chinese,灰色
1530,1,Chinese,紫色
1531,1,Chinese,灰
1532,2,Chinese,哪有灰
1533,2,Chinese,紅紫色
1534,1,Chinese,淡紫色
1535,1,Chinese,橙色
1536,1,Chinese,灰色
1537,1,Chinese,灰色
1538,1,Chinese,天藍色
1539,2,Chinese,黃色
1540,1,Chinese,藍色
1541,2,Chinese,紅紫色
1542,4,Chinese,有點土的金色
1543,1,Chinese,淡紫色
1544,1,Chinese,绿色
1545,4,Chinese,紫色不是很亮
1546,1,Chinese,灰色
1547,1,Chinese,紫色
1548,2,Chinese,黃色
1549,1,Chinese,天藍色
1550,4,Chinese,藍色比較暗
1551,2,Chinese,紅紫色
1552,2,Chinese,紅紫色
1553,2,Chinese,黃色
1554,4,Chinese,藍色比較暗
1555,2,Chinese,紅紫色
1556,3,Chinese,最暗的那個
1557,1,Chinese,橙色
1558,1,Chinese,綠藍色
1559,1,Chinese,你好
1560,3,Chinese,你好你好你好
1561,1,Chinese,你好
1562,1,Chinese,你好
1563,3,Chinese,请用中文
1564,1,Chinese,好
1565,4,Chinese,好的哪一个
1566,2,Chinese,选择粉色
1567,4,Chinese,都是粉色吧
1568,2,Chinese,选择绿色
1569,5,Chinese,有两个绿色哪一个
1570,1,Chinese,黑暗
1571,2,Chinese,选择粉色
1572,4,Chinese,三个都是粉色
1573,1,Chinese,紫色
1574,6,Chinese,啊深的还是浅的
1575,1,Chinese,第一
1576,7,Chinese,排列不是跟你的不同吗
1577,5,Chinese,是不是比较灰的紫色
1578,1,Chinese,黑暗
1579,1,Chinese,啊
1580,1,Chinese,黄色
1581,1,Chinese,绿色
1582,9,Chinese,上个目标是蓝色为什么说了绿色
1583,1,Chinese,红
1584,3,Chinese,那次也是
1585,1,Chinese,蓝色
1586,1,Chinese,绿色
1587,1,Chinese,蓝色
1588,6,Chinese,上个颜色肯定不是绿色
1589,3,Chinese,又来了
1590,1,Chinese,蓝色
1591,2,Chinese,鹦鹉绿
1592,1,Chinese,鹦鹉
1593,3,Chinese,这是什么意思
1594,1,Chinese,深绿色
1595,1,Chinese,红
1596,3,Chinese,哪一个红
1597,1,Chinese,黑暗
1598,1,Chinese,紫色
1599,1,Chinese,棕色
1600,1,Chinese,绿色
1601,1,Chinese,蓝色
1602,1,Chinese,深绿色
1603,1,Chinese,粉
1604,9,Chinese,你是描述带着黑框的颜色吗
1605,1,Chinese,浅粉红色
1606,1,Chinese,深绿色
1607,1,Chinese,绿色
1608,1,Chinese,绿色
1609,1,Chinese,绿色
1610,11,Chinese,诶你在做什么目标颜不是绿色是红色
1611,1,Chinese,绿色
1612,5,Chinese,诶你听懂我吗
1613,1,Chinese,紫色
1614,1,Chinese,深绿色
1615,1,Chinese,绿色
1616,1,Chinese,黄色
1617,1,Chinese,深绿色
1618,1,Chinese,深绿色
1619,1,Chinese,绿色
1620,1,Chinese,绿色
1621,1,Chinese,黄色
1622,1,Chinese,绿色
1623,1,Chinese,绿色
1624,1,Chinese,绿色
1625,1,Chinese,粉
1626,1,Chinese,蓝色
1627,1,Chinese,蓝色
1628,1,Chinese,蓝色
1629,1,Chinese,蓝色
1630,1,Chinese,蓝色
1631,1,Chinese,灰色
1632,1,Chinese,蓝色
1633,1,Chinese,粉
1634,1,Chinese,灰色
1635,1,Chinese,灰色
1636,1,Chinese,深绿色
1637,1,Chinese,灰色
1638,1,Chinese,紫色
1639,1,Chinese,紫色
1640,1,Chinese,绿色
1641,1,Chinese,黄色
1642,1,Chinese,黄色
1643,1,Chinese,紫色
1644,1,Chinese,蓝色
1645,1,Chinese,蓝色
1646,1,Chinese,灰色
1647,1,Chinese,灰色
1648,1,Chinese,棕色
1649,1,Chinese,深蓝
1650,1,Chinese,深蓝
1651,1,Chinese,深灰色
1652,1,Chinese,深灰色
1653,1,Chinese,棕色
1654,1,Chinese,紫色
1655,1,Chinese,黄色
1656,1,Chinese,灰色
1657,1,Chinese,深绿色
1658,1,Chinese,黄色
1659,1,Chinese,粉
1660,1,Chinese,淡黄色
1661,1,Chinese,绿色
1662,1,Chinese,紫色
1663,1,Chinese,深绿色
1664,1,Chinese,灰色
1665,1,Chinese,棕色
1666,1,Chinese,灰黃色
1667,3,Chinese,粉紫色 
1668,1,Chinese,绿色
1669,1,Chinese,绿色
1670,4,Chinese,最亮的那一個
1671,1,Chinese,灰色
1672,1,Chinese,灰色
1673,2,Chinese,有點綠
1674,1,Chinese,棕色
1675,1,Chinese,紫色
1676,4,Chinese,都是紫色那一個
1677,5,Chinese,比較土的那一個
1678,1,Chinese,灰色
1679,1,Chinese,淡紫色
1680,1,Chinese,绿色
1681,1,Chinese,很鮮艷
1682,1,Chinese,灰狼
1683,1,Chinese,蓝
1684,2,Chinese,紅紫色
1685,1,Chinese,紫色
1686,1,Chinese,灰黃色
1687,1,Chinese,绿色
1688,1,Chinese,绿色
1689,1,Chinese,蓝色
1690,3,Chinese,比較暗的
1691,1,Chinese,灰色
1692,1,Chinese,棕色
1693,1,Chinese,棕色
1694,2,Chinese,亮粉色
1695,3,Chinese,綠色草地上
1696,1,Chinese,綠色
1697,1,Chinese,紫色
1698,1,Chinese,亮
1699,1,Chinese,红
1700,1,Chinese,灰色
1701,1,Chinese,灰绿色
1702,1,Chinese,绿黄色
1703,1,Chinese,黄色
1704,1,Chinese,蓝
1705,1,Chinese,灰
1706,1,Chinese,绿
1707,1,Chinese,紫色
1708,1,Chinese,绿
1709,1,Chinese,绿
1710,4,Chinese,有兩個那一個
